,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,건물명
1632,수지미용실,,수리·개인,이용·미용,미용실,두발 미용업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 15-26,세종특별자치시 세종특별자치시 조치원읍 조치원로,
1633,연지미용실,,수리·개인,이용·미용,미용실,두발 미용업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 남리 58-2,세종특별자치시 세종특별자치시 조치원읍 새내4길,
1634,막걸리코너,,음식,주점,요리 주점,기타 주점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 244-1,세종특별자치시 세종특별자치시 조치원읍 운주산로,조형아파트
1635,이마트24전의,,소매,종합 소매,편의점,체인화 편의점,세종특별자치시,세종특별자치시,전의면,전의면,세종특별자치시 세종특별자치시 전의면 관정리 724,세종특별자치시 세종특별자치시 전의면 왕의물로,
1636,대추노래궁,,음식,주점,일반 유흥 주점,일반 유흥 주점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 1-23,세종특별자치시 세종특별자치시 조치원읍 조치원7길,
1637,토속보리밥,,음식,한식,백반/한정식,한식 면 요리 전문점,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 973-1,세종특별자치시 세종특별자치시 연서면 대첩로,
1638,대교한우촌식당,,음식,한식,소고기 구이/찜,한식 육류 요리 전문점,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 도계리 154-5,세종특별자치시 세종특별자치시 장군면 장척로,
1639,백제휴게음식점,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,소정면,소정면,세종특별자치시 세종특별자치시 소정면 운당리 82-2,세종특별자치시 세종특별자치시 소정면 차령고개로,
1640,백제휴게소,,음식,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,세종특별자치시,세종특별자치시,소정면,소정면,세종특별자치시 세종특별자치시 소정면 운당리 82-2,세종특별자치시 세종특별자치시 소정면 차령고개로,
1641,복사골,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 용암리 185,세종특별자치시 세종특별자치시 연서면 도신고복로,
1642,계룡모터스,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,세종특별자치시,세종특별자치시,전동면,전동면,세종특별자치시 세종특별자치시 전동면 석곡리 26-7,세종특별자치시 세종특별자치시 전동면 하석곡길,
1643,맛나분식,,음식,기타 간이,김밥/만두/분식,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 서창리 168-7,세종특별자치시 세종특별자치시 조치원읍 내창2길,
1644,삼영토목설계공사,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 남리 311,세종특별자치시 세종특별자치시 조치원읍 번영1길,
1645,유흥근자동차병원,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 657-1,세종특별자치시 세종특별자치시 연서면 세종로,
1646,문화카서비스,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 서창리 42-32,세종특별자치시 세종특별자치시 조치원읍 새내로,
1647,일품국수,,음식,한식,국수/칼국수,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 357-4,세종특별자치시 세종특별자치시 조치원읍 섭골길,
1648,뷰티크레딧민화장품,,소매,의약·화장품 소매,화장품 소매업,"화장품, 비누 및 방향제 소매업",세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 15-31,세종특별자치시 세종특별자치시 조치원읍 조치원5길,
1649,금성당,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 3-7,세종특별자치시 세종특별자치시 조치원읍 조치원로,
1650,올포유,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 15-40,세종특별자치시 세종특별자치시 조치원읍 조치원3길,
1651,중앙슈퍼,,소매,종합 소매,슈퍼마켓,슈퍼마켓,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 101-2,세종특별자치시 세종특별자치시 조치원읍 조치원8길,
1652,베스트샵세종,,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 228-2,세종특별자치시 세종특별자치시 조치원읍 충현로,
1653,올리비아하슬러,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 9-1,세종특별자치시 세종특별자치시 조치원읍 새내로,
1654,크리스찬오로,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 6-6,세종특별자치시 세종특별자치시 조치원읍 조치원로,
1655,자금성,,음식,중식,중국집,중식 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 257-7,세종특별자치시 세종특별자치시 조치원읍 행복5길,
1656,신아사,,소매,섬유·의복·신발 소매,기타 의류 소매업,속옷 및 잠옷 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 3-17,세종특별자치시 세종특별자치시 조치원읍 조치원5길,
1657,명품노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 261-11,세종특별자치시 세종특별자치시 조치원읍 행복11길,
1658,시장이용원,,수리·개인,이용·미용,미용실,이용업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 도계리 162-4,세종특별자치시 세종특별자치시 장군면 장척로,
1659,영미사,,소매,철물·건설자재 소매,건설/건축자재 소매업,"페인트, 창호 및 기타 건설자재 소매업",세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 명리 23-5,세종특별자치시 세종특별자치시 조치원읍 새내8길,
1660,도원궁중떡,,음식,기타 간이,떡/한과,떡류 제조업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 29-2,세종특별자치시 세종특별자치시 조치원읍 조치원6길,
1661,아바타미용실,,수리·개인,이용·미용,미용실,두발 미용업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신흥리 228-1,세종특별자치시 세종특별자치시 조치원읍 대첩로,세종메디컬프라자
1662,로뎀힐펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 고복리 553-6,세종특별자치시 세종특별자치시 연서면 안산길,
1663,국산종합가스,,소매,연료 소매,가정용 연료 소매업,가정용 가스 연료 소매업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 984,세종특별자치시 세종특별자치시 연서면 연화사길,
1664,석기정,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 교리 23-11,세종특별자치시 세종특별자치시 조치원읍 조치원3길,
1665,남양대영편의점,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 봉안리 189-2,세종특별자치시 세종특별자치시 장군면 장기로,
1666,천사마트,,소매,종합 소매,슈퍼마켓,슈퍼마켓,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 10-13,세종특별자치시 세종특별자치시 조치원읍 충현로,
1667,미니스톱세종,,소매,종합 소매,편의점,체인화 편의점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 262-1,세종특별자치시 세종특별자치시 조치원읍 행복10길,
1668,부뚜막,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 봉산리 153-1,세종특별자치시 세종특별자치시 조치원읍 건너말고샅길,
1669,좋은사람들,,음식,주점,요리 주점,기타 주점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 교리 22-25,세종특별자치시 세종특별자치시 조치원읍 새내12길,
1670,지코바숯불양념치킨,,음식,기타 간이,치킨,치킨 전문점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신흥리 399,세종특별자치시 세종특별자치시 조치원읍 이화1로,조치원신흥E-편한세상아파트
